ID_животного,Вид,Время_наблюдения,Тип_локации,Уровень_шума_дБ,Плотность_населения,Оценка_источника_пищи,Оценка_качества_укрытия,Оценка_аномалии_поведения,Оценка_суточной_дистанции_км,Сигнал_адаптации
HAYVAN_0798,Голубь,Ночь,Жилая зона,58.4,17.0,4,10,0.2,0.52,Инновационность
HAYVAN_0799,Голубь,Ночь,Промышленная зона,64.7,-0.3,5,9,0.65,0.63,Привыкание
HAYVAN_0800,Голубь,Ночь,Парк,68.5,28.1,2,9,0.26,0.14,Привыкание
HAYVAN_0801,Голубь,Утро,Торговая зона,86.6,33.3,1,7,0.42,0.07,Избегание
HAYVAN_0802,Голубь,После полудня,Промышленная зона,67.8,42.3,9,7,0.14,1.01,Инновационность
HAYVAN_0803,Енот,Вечер,Торговая зона,63.3,26.9,9,3,0.25,1.09,Эксплуатация
HAYVAN_0804,Белка,Утро,Промышленная зона,57.9,17.3,10,9,0.4,1.77,Привыкание
HAYVAN_0805,Белка,Утро,Промышленная зона,74.9,19.6,6,2,0.26,2.26,Избегание
HAYVAN_0806,Голубь,Ночь,Промышленная зона,64.9,28.0,1,9,0.07,1.88,Избегание
HAYVAN_0807,Голубь,Вечер,Промышленная зона,68.4,34.5,3,9,0.22,2.95,Привыкание
HAYVAN_0808,Белка,После полудня,Жилая зона,65.0,50.9,1,6,0.28,1.74,Привыкание
HAYVAN_0809,Голубь,После полудня,Промышленная зона,70.5,60.7,8,9,0.34,0.19,Эксплуатация
HAYVAN_0810,Лиса,После полудня,Парк,69.8,29.9,9,9,0.65,1.92,Эксплуатация
HAYVAN_0811,Лиса,После полудня,Жилая зона,68.7,13.8,10,5,0.2,1.62,Инновационность
HAYVAN_0812,Голубь,Утро,Парк,65.0,48.4,4,4,0.55,0.38,Привыкание
HAYVAN_0813,Енот,После полудня,Торговая зона,65.9,68.4,1,9,0.54,1.86,Инновационность
HAYVAN_0814,Белка,Ночь,Промышленная зона,68.8,18.7,6,6,0.41,0.38,Привыкание
HAYVAN_0815,Енот,После полудня,Промышленная зона,45.8,22.5,5,3,0.06,0.24,Избегание
HAYVAN_0816,Голубь,Вечер,Жилая зона,64.7,28.2,1,9,0.09,1.15,Инновационность
HAYVAN_0817,Енот,Вечер,Парк,74.8,30.3,6,7,0.23,2.52,Привыкание
HAYVAN_0818,Голубь,Вечер,Парк,60.2,19.9,3,8,0.39,2.47,Привыкание
HAYVAN_0819,Белка,Ночь,Жилая зона,44.1,9.2,10,2,0.07,0.87,Привыкание
HAYVAN_0820,Голубь,Вечер,Промышленная зона,51.1,39.2,8,10,0.18,0.07,Привыкание
HAYVAN_0821,Енот,Ночь,Торговая зона,65.8,28.0,8,7,0.13,0.28,Избегание
HAYVAN_0822,Енот,Ночь,Парк,57.8,46.9,7,2,0.3,0.73,Привыкание
HAYVAN_0823,Белка,Ночь,Парк,66.3,38.2,4,5,0.57,1.61,Инновационность
HAYVAN_0824,Белка,Утро,Промышленная зона,64.8,45.3,6,8,0.13,1.42,Эксплуатация
HAYVAN_0825,Голубь,После полудня,Жилая зона,60.3,30.9,8,10,0.23,1.56,Избегание
HAYVAN_0826,Лиса,После полудня,Парк,55.9,40.5,1,6,0.12,0.82,Привыкание
HAYVAN_0827,Енот,Утро,Парк,67.0,19.1,9,5,0.57,0.03,Привыкание
HAYVAN_0828,Лиса,Ночь,Торговая зона,65.7,37.5,5,3,0.48,0.2,Эксплуатация
HAYVAN_0829,Голубь,Утро,Торговая зона,63.8,45.2,4,4,0.38,0.78,Эксплуатация
HAYVAN_0830,Белка,Утро,Парк,73.7,49.9,2,9,0.32,2.43,Эксплуатация
HAYVAN_0831,Голубь,Ночь,Жилая зона,67.0,25.6,8,5,0.12,3.11,Избегание
HAYVAN_0832,Белка,Утро,Торговая зона,59.0,39.0,10,10,0.16,0.12,Инновационность
HAYVAN_0833,Голубь,После полудня,Промышленная зона,61.4,49.6,9,6,0.3,1.9,Избегание
HAYVAN_0834,Голубь,Утро,Промышленная зона,64.4,6.7,3,10,0.56,7.02,Избегание
HAYVAN_0835,Лиса,После полудня,Промышленная зона,66.2,24.7,1,2,0.34,1.68,Эксплуатация
HAYVAN_0836,Енот,Вечер,Торговая зона,78.4,38.8,5,1,0.2,6.34,Избегание
HAYVAN_0837,Енот,Вечер,Торговая зона,81.9,25.8,4,4,0.23,1.35,Привыкание
HAYVAN_0838,Енот,Утро,Промышленная зона,60.3,20.2,10,1,0.6,0.04,Избегание
HAYVAN_0839,Белка,После полудня,Торговая зона,54.8,36.6,7,5,0.22,2.49,Эксплуатация
HAYVAN_0840,Голубь,Вечер,Промышленная зона,59.6,23.0,3,2,0.37,0.34,Эксплуатация
HAYVAN_0841,Лиса,Вечер,Промышленная зона,69.2,31.2,7,8,0.17,1.42,Эксплуатация
HAYVAN_0842,Голубь,Утро,Жилая зона,73.3,6.9,6,5,0.04,1.89,Инновационность
HAYVAN_0843,Голубь,После полудня,Парк,60.9,23.1,1,7,0.47,4.06,Инновационность
HAYVAN_0844,Голубь,Утро,Жилая зона,55.9,34.4,2,2,0.26,0.31,Привыкание
HAYVAN_0845,Белка,После полудня,Промышленная зона,68.8,28.7,5,8,0.18,1.18,Избегание
HAYVAN_0846,Лиса,Ночь,Торговая зона,71.2,29.5,6,2,0.09,2.25,Инновационность
HAYVAN_0847,Енот,После полудня,Парк,75.3,34.9,2,7,0.41,2.2,Избегание
HAYVAN_0848,Енот,После полудня,Торговая зона,58.6,46.6,2,2,0.19,1.94,Инновационность
HAYVAN_0849,Енот,После полудня,Парк,68.3,26.5,3,5,0.33,1.2,Инновационность
HAYVAN_0850,Голубь,Утро,Жилая зона,48.7,29.8,3,1,0.76,0.07,Избегание
HAYVAN_0851,Голубь,Вечер,Парк,63.9,31.3,9,2,0.04,0.73,Инновационность
HAYVAN_0852,Белка,После полудня,Промышленная зона,72.2,23.0,2,1,0.36,1.83,Эксплуатация
HAYVAN_0853,Лиса,После полудня,Парк,79.8,18.4,6,8,0.24,1.02,Избегание
HAYVAN_0854,Енот,После полудня,Парк,68.0,42.8,1,5,0.46,0.82,Привыкание
HAYVAN_0855,Белка,Ночь,Промышленная зона,62.6,12.7,10,3,0.28,0.69,Избегание
HAYVAN_0856,Голубь,Утро,Промышленная зона,50.9,39.1,3,1,0.17,1.15,Привыкание
HAYVAN_0857,Голубь,После полудня,Промышленная зона,67.3,27.0,7,4,0.13,0.31,Привыкание
HAYVAN_0858,Голубь,Ночь,Жилая зона,71.3,25.1,6,7,0.37,0.02,Привыкание
HAYVAN_0859,Лиса,Вечер,Промышленная зона,75.1,35.0,6,1,0.54,2.58,Избегание
HAYVAN_0860,Белка,Ночь,Жилая зона,67.4,37.3,8,3,0.18,4.79,Привыкание
HAYVAN_0861,Лиса,Ночь,Жилая зона,55.4,14.6,6,5,0.29,2.04,Эксплуатация
HAYVAN_0862,Белка,Ночь,Жилая зона,70.5,29.6,2,10,0.11,0.25,Инновационность
HAYVAN_0863,Лиса,После полудня,Промышленная зона,81.9,23.5,2,2,0.2,0.42,Привыкание
HAYVAN_0864,Белка,Вечер,Парк,62.4,19.0,5,2,0.47,0.1,Избегание
HAYVAN_0865,Енот,Вечер,Торговая зона,57.0,-1.2,3,7,0.25,1.33,Избегание
HAYVAN_0866,Лиса,Ночь,Жилая зона,61.7,42.9,5,3,0.59,3.8,Эксплуатация
HAYVAN_0867,Лиса,Утро,Жилая зона,64.9,43.5,5,1,0.22,3.87,Инновационность
HAYVAN_0868,Енот,Ночь,Промышленная зона,59.8,12.6,5,1,0.31,0.23,Привыкание
HAYVAN_0869,Белка,Вечер,Промышленная зона,72.1,28.5,1,2,0.18,1.5,Инновационность
HAYVAN_0870,Лиса,После полудня,Жилая зона,69.3,11.8,5,2,0.23,0.18,Эксплуатация
HAYVAN_0871,Енот,Вечер,Жилая зона,61.7,24.8,4,4,0.2,0.66,Избегание
HAYVAN_0872,Голубь,После полудня,Жилая зона,64.8,20.5,1,10,0.3,1.83,Избегание
HAYVAN_0873,Голубь,Вечер,Торговая зона,49.6,50.4,7,9,0.54,0.07,Эксплуатация
HAYVAN_0874,Енот,После полудня,Жилая зона,68.2,9.5,2,8,0.38,0.84,Привыкание
HAYVAN_0875,Енот,Утро,Жилая зона,51.1,3.3,1,9,0.21,0.19,Инновационность
HAYVAN_0876,Голубь,После полудня,Парк,62.2,24.8,8,7,0.44,4.27,Эксплуатация
HAYVAN_0877,Лиса,Ночь,Торговая зона,60.4,25.7,3,1,0.35,1.31,Эксплуатация
HAYVAN_0878,Голубь,Утро,Парк,69.7,59.5,9,2,0.19,1.12,Инновационность
HAYVAN_0879,Голубь,После полудня,Промышленная зона,60.6,18.6,3,7,0.2,1.12,Инновационность
HAYVAN_0880,Лиса,Ночь,Жилая зона,64.5,52.2,9,3,0.38,0.74,Избегание
HAYVAN_0881,Лиса,Вечер,Промышленная зона,80.0,37.6,5,6,0.36,1.83,Избегание
HAYVAN_0882,Лиса,После полудня,Торговая зона,49.3,54.8,9,2,0.28,0.7,Эксплуатация
HAYVAN_0883,Енот,Ночь,Парк,66.1,34.2,8,9,0.13,0.84,Инновационность
HAYVAN_0884,Голубь,Вечер,Парк,73.6,5.8,3,4,0.15,0.79,Эксплуатация
HAYVAN_0885,Голубь,После полудня,Торговая зона,58.7,16.1,4,6,0.37,0.63,Привыкание
HAYVAN_0886,Лиса,После полудня,Жилая зона,65.2,38.2,1,9,0.18,1.06,Избегание
HAYVAN_0887,Белка,После полудня,Промышленная зона,51.4,16.8,8,8,0.52,0.26,Привыкание
HAYVAN_0888,Голубь,Ночь,Торговая зона,48.9,65.9,9,6,0.14,1.16,Привыкание
HAYVAN_0889,Голубь,Утро,Парк,72.2,2.6,5,4,0.27,5.32,Привыкание
HAYVAN_0890,Лиса,Вечер,Жилая зона,61.7,20.6,4,3,0.34,0.44,Эксплуатация
HAYVAN_0891,Лиса,Утро,Парк,51.9,37.1,4,3,0.12,1.42,Избегание
HAYVAN_0892,Голубь,Утро,Жилая зона,60.3,30.3,10,10,0.3,1.29,Инновационность
HAYVAN_0893,Голубь,Утро,Промышленная зона,71.0,23.0,4,6,0.59,0.47,Эксплуатация
HAYVAN_0894,Енот,Утро,Жилая зона,70.5,51.8,9,7,0.22,1.86,Привыкание
HAYVAN_0895,Енот,После полудня,Промышленная зона,75.5,31.2,6,7,0.33,0.56,Эксплуатация
HAYVAN_0896,Енот,Ночь,Промышленная зона,60.0,46.2,7,5,0.39,0.52,Привыкание
HAYVAN_0897,Енот,После полудня,Парк,58.7,23.7,8,4,0.31,1.77,Эксплуатация
HAYVAN_0898,Белка,Ночь,Торговая зона,68.3,45.6,3,3,0.15,1.12,Привыкание
HAYVAN_0899,Голубь,Ночь,Торговая зона,75.0,33.5,10,7,0.21,3.27,Инновационность
HAYVAN_0900,Енот,Утро,Промышленная зона,61.3,5.7,2,7,0.5,0.23,Эксплуатация
HAYVAN_0901,Белка,Утро,Торговая зона,74.6,11.8,6,2,0.68,2.17,Инновационность
HAYVAN_0902,Енот,Утро,Торговая зона,61.7,46.9,10,9,0.76,1.77,Эксплуатация
HAYVAN_0903,Голубь,Ночь,Парк,85.4,30.0,1,4,0.5,0.25,Привыкание
HAYVAN_0904,Енот,Вечер,Жилая зона,47.8,47.2,7,6,0.12,0.18,Привыкание
HAYVAN_0905,Белка,Вечер,Жилая зона,80.3,40.9,3,6,0.18,0.15,Избегание
HAYVAN_0906,Енот,После полудня,Торговая зона,50.0,13.2,8,5,0.38,2.2,Эксплуатация
HAYVAN_0907,Лиса,Вечер,Торговая зона,77.2,12.2,4,3,0.22,2.0,Эксплуатация
HAYVAN_0908,Белка,Утро,Парк,65.9,28.5,10,4,0.28,2.61,Эксплуатация
HAYVAN_0909,Лиса,Ночь,Парк,60.5,32.5,6,9,0.43,2.02,Избегание
HAYVAN_0910,Белка,Вечер,Промышленная зона,55.9,19.6,1,1,0.04,3.59,Избегание
HAYVAN_0911,Енот,Ночь,Жилая зона,55.7,37.7,8,10,0.3,0.05,Эксплуатация
HAYVAN_0912,Лиса,Утро,Промышленная зона,71.8,26.8,8,1,0.35,0.15,Привыкание
HAYVAN_0913,Лиса,Вечер,Парк,69.6,18.6,3,1,0.53,0.08,Привыкание
HAYVAN_0914,Голубь,Вечер,Парк,63.1,33.8,1,1,0.55,1.47,Привыкание
HAYVAN_0915,Белка,Ночь,Парк,64.7,20.4,10,9,0.13,0.12,Эксплуатация
HAYVAN_0916,Лиса,Вечер,Промышленная зона,56.3,8.2,9,4,0.17,2.79,Избегание
HAYVAN_0917,Белка,После полудня,Промышленная зона,63.7,53.6,4,9,0.52,3.17,Эксплуатация
HAYVAN_0918,Лиса,Вечер,Парк,73.9,0.5,10,1,0.29,3.0,Привыкание
HAYVAN_0919,Голубь,После полудня,Жилая зона,55.9,5.1,3,7,0.42,3.33,Эксплуатация
HAYVAN_0920,Голубь,Ночь,Парк,70.2,42.4,9,10,0.41,5.54,Привыкание
HAYVAN_0921,Голубь,Ночь,Торговая зона,60.4,34.0,1,3,0.34,0.51,Избегание
HAYVAN_0922,Енот,Ночь,Промышленная зона,49.7,21.5,8,3,0.13,1.19,Избегание
HAYVAN_0923,Голубь,Ночь,Парк,75.6,59.1,8,9,0.24,0.3,Эксплуатация
HAYVAN_0924,Голубь,После полудня,Парк,51.3,24.1,10,5,0.19,0.01,Привыкание
HAYVAN_0925,Енот,Вечер,Промышленная зона,60.4,28.3,6,2,0.08,0.75,Привыкание
HAYVAN_0926,Енот,Утро,Промышленная зона,75.7,30.2,9,5,0.06,0.06,Привыкание
HAYVAN_0927,Голубь,Утро,Промышленная зона,57.1,39.2,10,9,0.83,2.52,Привыкание
HAYVAN_0928,Енот,Утро,Парк,74.4,40.4,9,2,0.12,3.53,Эксплуатация
HAYVAN_0929,Белка,Ночь,Промышленная зона,60.5,50.4,5,7,0.65,0.56,Инновационность
HAYVAN_0930,Голубь,Вечер,Промышленная зона,64.1,23.0,3,2,0.35,0.21,Привыкание
HAYVAN_0931,Голубь,После полудня,Жилая зона,83.8,29.3,9,5,0.34,0.73,Привыкание
HAYVAN_0932,Енот,Вечер,Жилая зона,76.4,25.5,2,1,0.04,0.99,Инновационность
HAYVAN_0933,Голубь,После полудня,Жилая зона,65.9,10.1,8,9,0.33,0.78,Избегание
HAYVAN_0934,Енот,Утро,Торговая зона,58.5,25.1,10,2,0.13,1.42,Избегание
HAYVAN_0935,Енот,Вечер,Промышленная зона,65.3,35.0,3,4,0.29,1.68,Инновационность
HAYVAN_0936,Голубь,Ночь,Промышленная зона,81.5,31.7,5,9,0.36,3.31,Эксплуатация
HAYVAN_0937,Белка,Утро,Парк,86.7,51.4,3,4,0.41,2.07,Привыкание
HAYVAN_0938,Голубь,Вечер,Торговая зона,58.8,33.0,8,3,0.11,1.93,Эксплуатация
HAYVAN_0939,Енот,Утро,Жилая зона,79.4,15.1,10,6,0.23,0.21,Эксплуатация
HAYVAN_0940,Енот,Вечер,Промышленная зона,49.2,22.3,8,5,0.1,1.33,Избегание
HAYVAN_0941,Лиса,Ночь,Торговая зона,70.9,17.8,1,1,0.21,2.59,Привыкание
HAYVAN_0942,Лиса,После полудня,Жилая зона,68.7,21.0,7,9,0.05,0.61,Привыкание
HAYVAN_0943,Лиса,После полудня,Парк,75.4,28.7,8,10,0.26,4.09,Инновационность
HAYVAN_0944,Голубь,Ночь,Жилая зона,56.7,41.4,9,4,0.18,2.12,Эксплуатация
HAYVAN_0945,Голубь,Утро,Торговая зона,66.5,43.0,2,7,0.16,0.61,Привыкание
HAYVAN_0946,Белка,После полудня,Торговая зона,46.4,16.3,1,8,0.23,0.35,Инновационность
HAYVAN_0947,Голубь,Ночь,Парк,58.7,36.3,10,8,0.07,1.11,Инновационность
HAYVAN_0948,Лиса,Вечер,Промышленная зона,64.8,29.0,3,10,0.34,0.34,Избегание
HAYVAN_0949,Голубь,После полудня,Парк,66.9,24.7,2,1,0.24,0.89,Эксплуатация
HAYVAN_0950,Голубь,Утро,Промышленная зона,92.9,20.0,8,3,0.56,3.21,Эксплуатация
HAYVAN_0951,Енот,Утро,Торговая зона,59.9,19.0,9,5,0.31,0.1,Инновационность
HAYVAN_0952,Енот,Утро,Парк,65.2,22.0,1,8,0.39,0.07,Эксплуатация
HAYVAN_0953,Белка,Вечер,Жилая зона,53.5,45.7,4,10,0.16,1.79,Привыкание
HAYVAN_0954,Голубь,Утро,Промышленная зона,46.1,44.1,9,10,0.1,0.62,Эксплуатация
HAYVAN_0955,Белка,Утро,Промышленная зона,74.0,42.4,3,2,0.3,1.09,Инновационность
HAYVAN_0956,Голубь,Ночь,Парк,74.1,-4.1,9,9,0.23,1.48,Инновационность
HAYVAN_0957,Енот,После полудня,Парк,51.2,48.7,1,2,0.07,1.33,Привыкание
HAYVAN_0958,Голубь,После полудня,Парк,48.1,34.6,6,9,0.21,2.05,Избегание
HAYVAN_0959,Голубь,Ночь,Промышленная зона,58.6,43.0,1,4,0.28,1.37,Эксплуатация
HAYVAN_0960,Лиса,Ночь,Торговая зона,81.7,27.4,4,9,0.26,0.54,Привыкание
HAYVAN_0961,Енот,Утро,Торговая зона,50.1,32.8,3,4,0.06,1.85,Инновационность
HAYVAN_0962,Лиса,Вечер,Жилая зона,71.8,50.0,8,5,0.61,0.44,Привыкание
HAYVAN_0963,Голубь,После полудня,Жилая зона,66.3,45.2,3,8,0.11,0.79,Привыкание
HAYVAN_0964,Голубь,Утро,Торговая зона,62.0,16.1,7,9,0.07,0.89,Привыкание
HAYVAN_0965,Голубь,Вечер,Парк,59.0,18.1,1,3,0.47,2.97,Привыкание
HAYVAN_0966,Голубь,После полудня,Парк,67.4,36.7,1,4,0.3,3.49,Привыкание
HAYVAN_0967,Голубь,Утро,Промышленная зона,61.9,33.0,10,10,0.16,0.76,Эксплуатация
HAYVAN_0968,Голубь,Утро,Промышленная зона,61.0,16.7,9,6,0.81,1.03,Эксплуатация
HAYVAN_0969,Голубь,Ночь,Жилая зона,62.9,29.1,6,8,0.47,0.36,Инновационность
HAYVAN_0970,Голубь,Вечер,Промышленная зона,76.1,19.8,9,9,0.28,1.83,Привыкание
HAYVAN_0971,Голубь,Утро,Промышленная зона,67.1,38.8,1,8,0.51,1.33,Избегание
HAYVAN_0972,Лиса,Утро,Жилая зона,65.7,64.1,6,9,0.16,1.52,Эксплуатация
HAYVAN_0973,Енот,Утро,Промышленная зона,78.8,16.4,10,8,0.28,1.31,Привыкание
HAYVAN_0974,Голубь,После полудня,Торговая зона,62.3,36.6,2,3,0.1,0.69,Эксплуатация
HAYVAN_0975,Голубь,Ночь,Промышленная зона,79.3,36.3,9,3,0.38,0.45,Привыкание
HAYVAN_0976,Енот,Утро,Торговая зона,58.2,27.0,4,1,0.16,3.4,Инновационность
HAYVAN_0977,Голубь,Утро,Парк,70.3,24.3,10,3,0.44,3.32,Привыкание
HAYVAN_0978,Енот,Ночь,Торговая зона,61.8,24.8,9,1,0.36,0.07,Эксплуатация
HAYVAN_0979,Голубь,Вечер,Жилая зона,64.3,8.0,10,5,0.14,0.0,Инновационность
HAYVAN_0980,Белка,Ночь,Промышленная зона,58.6,0.4,6,9,0.37,0.39,Избегание
HAYVAN_0981,Голубь,Ночь,Промышленная зона,62.0,17.1,6,6,0.08,2.34,Привыкание
HAYVAN_0982,Голубь,Утро,Парк,58.0,20.9,6,9,0.09,0.05,Эксплуатация
HAYVAN_0983,Енот,Утро,Парк,69.0,41.2,1,8,0.29,1.89,Инновационность
HAYVAN_0984,Голубь,Ночь,Жилая зона,56.8,13.5,9,10,0.2,1.14,Эксплуатация
HAYVAN_0985,Лиса,Утро,Парк,70.4,22.1,7,8,0.23,0.52,Эксплуатация
HAYVAN_0986,Голубь,Ночь,Промышленная зона,88.5,46.1,7,9,0.09,0.05,Эксплуатация
HAYVAN_0987,Енот,Утро,Жилая зона,49.4,41.9,7,8,0.6,0.57,Инновационность
HAYVAN_0988,Голубь,После полудня,Промышленная зона,41.3,37.2,3,5,0.46,0.5,Избегание
HAYVAN_0989,Белка,Утро,Парк,55.1,46.6,3,6,0.32,0.62,Избегание
HAYVAN_0990,Енот,Вечер,Торговая зона,72.4,69.8,5,6,0.68,2.08,Привыкание
HAYVAN_0991,Голубь,После полудня,Жилая зона,57.9,28.5,6,5,0.62,1.83,Привыкание
HAYVAN_0992,Енот,Ночь,Торговая зона,70.8,39.2,4,2,0.13,2.1,Инновационность
HAYVAN_0993,Голубь,Утро,Промышленная зона,74.5,28.1,3,4,0.07,0.95,Инновационность
HAYVAN_0994,Енот,Ночь,Промышленная зона,62.5,27.3,1,1,0.37,1.12,Эксплуатация
HAYVAN_0995,Лиса,Вечер,Промышленная зона,73.8,16.5,2,4,0.36,1.41,Инновационность
HAYVAN_0996,Голубь,Ночь,Промышленная зона,42.3,55.4,6,10,0.63,0.95,Привыкание
HAYVAN_0997,Лиса,Вечер,Парк,73.3,32.9,6,10,0.43,0.07,Инновационность
HAYVAN_0998,Голубь,После полудня,Жилая зона,73.0,53.0,8,4,0.23,2.74,Избегание
HAYVAN_0999,Енот,Вечер,Жилая зона,64.0,35.8,4,3,0.18,3.52,Привыкание
HAYVAN_1000,Голубь,После полудня,Промышленная зона,75.0,17.0,4,9,0.26,2.77,Избегание
